,Unnamed: 0,urls,captions,comments,likes,labels
173,173,https://scontent-sea1-1.cdninstagram.com/vp/e9aa116f8f8f1572da2820d7e56737a4/5C669882/t51.2885-15/fr/e15/s1080x1080/43818294_572091009886527_1537067326585388112_n.jpg?ig_cache_key=MTg5NjQ0ODA4MTQxMjc5MTkxMQ%3D%3D.2,"Photo @tbfrost | A green striped vine snake curled safely in the hands of @harry__turner, who found it during a night walk on conservation land along the Las Piedras river in the Western Amazon of Peru. The land is protected and studied by Peruvian non-profit @hojanueva. This snake is not dangerous to humans as it is only mildly venomous (meaning the venom can kill frogs and other small creatures) and has rear fangs. The body is long and thin and flat, similiar to a ribbon. It spends most of its life in the trees and can extend about 2/3 of its body out to reach distant branches. Must have some seriously strong abs! If you want to see another photo of this snake, I’m @tbfrost",1475,396390,"['vertebrate', 'reptile', 'scaled reptile', 'close up', 'macro photography', 'finger', 'serpent', 'snake', 'nail', 'hand']"
174,174,https://scontent-sea1-1.cdninstagram.com/vp/21a68fc298ac4279b62552eac71563ff/5C7366EC/t51.2885-15/fr/e15/s1080x1080/43742871_327430738050585_3673234683678283831_n.jpg?ig_cache_key=MTg5NjM3MjQ2MTYyNTMyMDk3MA%3D%3D.2,"Photo by Robbie Shone @shonephoto | We set sail again, but this time a much shorter journey of just six hours. We left Ittoqqortoormiit and sailed west along Scoresbysund, where we saw these beautiful icebergs, some of which hidden in cloud. Then we headed north in Hurry Fjord to Constable Point, where we were to meet a helicopter to take us the last bit. It was sad to say goodbye to the boat, the Schwörer family and the dream of sailing all the way to Wagener Halvø, but simply the fjords around the peninsula had not yet cleared of sea ice. @greenland_caves #EAGRE18 ",466,289353,"['iceberg', 'sea ice', 'arctic ocean', 'sea', 'sky', 'water', 'ice', 'ocean', 'calm', 'arctic']"
175,175,https://scontent-sea1-1.cdninstagram.com/vp/b42903ea9fdc74f2ca11ae8073c7c3fa/5C76F859/t51.2885-15/fr/e15/s1080x1080/43147380_1294944520646592_8094721848443509882_n.jpg?ig_cache_key=MTg5NjI1MTcyMzU2ODEyMTE5NQ%3D%3D.2,Photo by @simoncroberts | Fracking for shale gas has just begun for the first time in the UK since it was linked with earthquakes in 2011. The practice of recovering gas and oil from shale rock has proved controversial with many protestors in Britain trying to halt exploration of new sites over the past few years. The village of Balcombe in Sussex has seen several confrontations between police and anti-fracking protesters with both local inhabitants and members of the Frack Off national movement opposing petroleum gas exploration plans. Here protestors in the ‘No Dash for Gas’ Action Camp' can be seen trying to prevent a vehicle delivering apparatus to the Balcombe site back in 2013. Follow @simoncroberts to see more photographs from this series and other works. #simonroberts  #merriealbion  #britishlandscape  #nodashforgas  #ukfracking  #balcombe  #landscapestudiesofasmallisland ,459,128908,"['crowd', 'public space', 'tree', 'plant', 'city', 'festival', 'recreation', 'street', 'public event', 'pedestrian']"
176,176,https://scontent-sea1-1.cdninstagram.com/vp/947d14575314633b42250dce03958156/5C6D51FD/t51.2885-15/fr/e15/s1080x1080/43241402_481686392320568_2774356906233398590_n.jpg?ig_cache_key=MTg5NjE0NTg1NzkwMDcxODkzNA%3D%3D.2,"Photo by @simonnorfolkstudio on assignment for an upcoming story for @natgeo | The best thing about being back in Jerusalem is to experience again the Damascus Gate. Lens-like, it pulls in in Muslims from Salah e-Din Street, Orthodox Jews from Mea She'arim, Christian pilgrims from the hostels on the old Green Line and even the odd National Geographic photographer and squeezes them through this narrow gap in Suleiman the Magnificent's walls. It's like one of those technical drawings of how a jet engine works: it intakes these believers, fires them through grand architecture and ejects them at high energy through the nozzle of El Wad St and down into the Old City and its holy sites. Except instead of thrust it's an engine for producing piety. I think it is the most exciting, jinking left-turn right-turn in History. I'm rooming on the Via Dolorosa and I have my morning coffee to the sound of pilgrims from Romania or Nigeria or Korea, below my window, singing mournfully at the 8th Station of the Cross. Follow @simonnorfolkstudio for updates, outtakes, unpublished and archive material. @natgeo @simonnorfolkstudio #photojournalism  #documentaryphotography  #simonnorfolk  #jerusalem  #christianity  #religion  #faith  #holyland  #orthodoxchurch  #simonnorfolkstudio  #igtravel  #visualarchitects  #pilgrims  #faithful  #traditions  #culture  #monks  #viadolorosa  #religious  #religion  #faith  #belief  #damascusgate  #Suleiman  #stationsofthecross ",1371,183078,"['performing arts', 'event', 'performance', 'performance art', 'temple', 'opera']"
177,177,https://scontent-sea1-1.cdninstagram.com/vp/751a9f603ece0ec447ca9434eb6b0a31/5C6561AE/t51.2885-15/fr/e15/s1080x1080/43913014_173357643600801_2915914053580097389_n.jpg?ig_cache_key=MTg5NjA0MDQ5ODk5MDUxMDA0MQ%3D%3D.2,"Photo by @FransLanting | The other night I had the great honor of receiving a Lifetime Achievement Award from @nhm_wpy, the Wildlife Photographer of the Year competition during a ceremony in London’s magnificent Natural History Museum. I was given a wonderful sculpture of a bull elephant. When my partner in life and work @ChristineEckstrom examined it closely, she realized it had been modeled after a photo I had made on assignment for @natgeo years ago of a famous elephant named ""Survivor"" in Zambia’s North Luangwa Valley. Survivor lived through a previous poaching holocaust in the 1980s and he was written up in Mark and Delia Owens' books ""Eye of the Elephant"" and ""Survivor’s Song."" The bull elephants depicted here, which I photographed in Botswana one memorable evening, lived more tranquil lives thanks to its government’s enlightened policy of putting a moratorium on elephant hunting, but even there the tide is turning. Nearly one hundred elephants were found poached in an area recently that had been a safe haven for years. I’m sharing this image in honor of all elephant champions including the late Paul Allen, and respectfully ask that you consider supporting the organizations that can turn the current poaching crisis around and secure a future for elephants. Follow me @FransLanting to learn more. @elephantcrisisfund @savetheelephants @wildaid @wildnetorg #elephants  #elephantcrisisfund  #ivory  #nhm_wpy  #conservation  #wildlifephotography  #wildlife .",3640,958781,"['elephants and mammoths', 'elephant', 'mammal', 'indian elephant', 'wildlife', 'african elephant', 'reflection', 'terrestrial animal', 'sky']"
178,178,https://scontent-sea1-1.cdninstagram.com/vp/c9be254922c7ecbe375d11087f1a6b4e/5BEEE0B4/t51.2885-15/e15/43214406_1628914670547778_8093899089190323250_n.jpg,"Wild_life with @bertiegregory | Based on wingspan, the wandering albatross is the biggest bird on the planet. With this giant wingspan of more than 11ft, these birds are able to glide effortlessly over the waves for 1000s of miles in search of food. Scientists put heart rate monitors on albatross to gauge their energy expenditure during different activities. The study found that if the wind direction was favorable for the direction the bird wanted to travel, their heart rate was not much higher than when they’re sat on the water resting. This shows that their 11ft wingspan combined with ultra efficient flying techniques allow flight with very little extra energy cost. Nice one nature. We were lucky enough to encounter this beautiful bird during our 6 day crossing to the Island of South Georgia in the South Atlantic Ocean. // Check out the new season of Wild_Life at natgeo.com/wildlife.",745,167272,
179,179,https://scontent-sea1-1.cdninstagram.com/vp/31fe72e40c75638d85de7bc8271bfed7/5C6E17DF/t51.2885-15/fr/e15/s1080x1080/43075298_2461219840571134_1164628901913501686_n.jpg?ig_cache_key=MTg5NTg0Mzg0NDkyODYyMzA0Nw%3D%3D.2,"Photo by @irablockphoto | From the Charles Bridge, night falls on Prague Castle along the banks of the Vltava River in Prague. The castle dates back to the ninth century and is still in use today - as the office of the president of the Czech Republic. It is rumored to be the largest ancient castle in the world, occupying 750,00 square feet (70,000 square meters) and housing St Vitus Cathedral. #followme  @irablockphoto to see more images from the world. #praguecastle  #vltavariver  #prague  #czechrepublic  #charlesbridge ",2440,410184,"['sky', 'city', 'landmark', 'cityscape', 'town', 'reflection', 'tourist attraction', 'evening', 'dusk', 'skyline']"
180,180,https://scontent-sea1-1.cdninstagram.com/vp/68597541efc6068dfb17a3d9427c678b/5C6C5820/t51.2885-15/e35/43371744_1113431125491926_4227720089143088025_n.jpg?se=7&ig_cache_key=MTg5NTc2NTUxMDgwNTgxMDY0Mg%3D%3D.2,"Photo by @CristinaMittermeier | As I prepare to dive into the water with over 1000 southern fur seals in the Falkland Islands, I'm hesitant, unsure of how the seals will react to my presence in their aquatic territory. However, within moments, I am surrounded, and my nerves fade away as they quickly reveal their playful nature. Nibbling and nudging at my scuba gear and camera, they are endlessly curious, and time slips aways as we enjoy a once in a lifetime visit together. #TurningTheTide  #seal  #nature  #wildlifephotography ",719,325877,"['water', 'fauna', 'underwater', 'marine biology', 'fish', 'organism', 'marine mammal', 'wildlife', 'fish']"
181,181,https://scontent-sea1-1.cdninstagram.com/vp/872d7058ba7e60becce21bcd2cd26e32/5C806850/t51.2885-15/fr/e15/s1080x1080/43522122_507884266393102_5896075881082673816_n.jpg?ig_cache_key=MTg5NTU3MjA1MTg2NTMzNjcxOQ%3D%3D.2,"Photo by @CristinaMittermeier | Under the heavy rains of the African winter, I watched this southern ground hornbill and his mate make the best of the wet weather. As he made his way across the savannah, he stuffed his beak, stopping every few moments to catch a tasty frog or insect, content to have his beak spilling with frog legs. The couple eventually made their way into the forest, likely to drop off their abundant meal to their nest. #FollowMe  at @CristinaMittermeier for some of my favourite images from around the world. #Kenya  #nature  #wildlife  #photography ",2795,429211,"['insect', 'beak', 'macro photography']"
182,182,https://scontent-sea1-1.cdninstagram.com/vp/5beaa36d86f5550ad4894479d7167e8e/5C6409CD/t51.2885-15/fr/e15/s1080x1080/43817382_2257180794355435_7882013014482515665_n.jpg?ig_cache_key=MTg5NTQ4MTc3OTUxMTM2NzQxNw%3D%3D.2,"Photo by @andreabruce | In Peepli Kheera, India, girls line up for school where there is no working toilet. Most girls drop out of school when they start their period due to a lack of toilets and privacy. This happens in many parts of the world. India has been grappling with the problem since before it won independence from Great Britain in 1947. “Sanitation is more important than independence,” Mahatma Gandhi said, urging his compatriots to clean up their act. To some extent they have: The percentage of Indians who defecate in the open has declined substantially in recent decades. But with the population growing rapidly, census data suggest that most Indians now live in places where they are more exposed to others’ feces, not less. #india  #sanitation  @noorimages",728,178313,"['wall', 'tourism', 'historic site', 'archaeological site', 'temple', 'tourist attraction', 'arch', 'crowd', 'leisure']"
