,date,author,quote,comment
1942,August 2014,houdini1,"@abacomike said:
My son's SO is truly in love with her new car. When she told her parents how much she saved off MSRP, her parents didn't believe her at first. Their comment was, ""...even if Mike was in the business, no one buys cars below invoice!"" That's the response dealerships love to hear - a customer who expects to pay a few thousand over invoice. When I told her father what I paid for my CLS550, he downright did not believe me. I made him a believer yesterday, though!","Late at night, driving back from Freeport (on the coast, beach town) to Houston on old highway 288 (2 lane blacktop in those days). Top down, really nice, full moon. The exhaust would echo back at me every time I passed a farmhouse, barn or other structure. There was no other traffic, it was past midnight on a week night. Occasionally I would drop down to 30 or 40 mph, and do a full throttle run up to 70 or 80 mph, just to feel the acceleration and hear that exhaust roar."
1943,August 2014,henryn,"Briefly, here is how I see it. Subtract price of trade in from new car and divide by 3 years the 535 cost me $11K a year to drive. Not cheap, but....
A Ford Fusion that could be $30K new will be worth about $15K in 3 years or cost $5k a year to own. So, these cars cost about $6K a year more. That is about the cost of a good bottle of wine a day, 10 or 12 beers a day, the cost of running a motor boat, the cost of playing golf a few times a week, or going on a nice trip each year. Depends on what's important...","Great story Mike. I am on my second LS and have never had any issues. That is this car's strong suit. Good looking comfortable car and everything works....for a long, long time."
1944,August 2014,roadburner,No Quote,"Yep, sounds like that dealer threw ol"" Brier Mike right into the Brier Patch !!"
1945,August 2014,henryn,You're the guy roaring past and waking oldfarmer up in the night.,"A few things about that oldf. Briefly, here is how I see it. Subtract price of trade in from new car and divide by 3 years the 535 cost me $11K a year to drive. Not cheap, but...."
1946,August 2014,bwia,No Quote,"A Ford Fusion that could be $30K new will be worth about $15K in 3 years or cost $5k a year to own. So, these cars cost about $6K a year more. That is about the cost of a good bottle of wine a day, 10 or 12 beers a day, the cost of running a motor boat, the cost of playing golf a few times a week, or going on a nice trip each year. Depends on what's important, and not implying you drink 10 or 12 beers a day."
1947,August 2014,houdini1,"@roadburner said:
If I had the extra coin I'd pick up this puppy just for cruising around...","Some people find it hard to spend money. I talked to a guy this week who has over $1million, but he drives an old Civic. He doesn't buy anything he doesn't need. He grew up during the war in England and won't spend money he doesn't have to. I can understand that, but, it seems a shame, to have that money in the bank when he may enjoy a newer car. I guess there is a balance."
1948,August 2014,imidazol97,No Quote,"Finally, I used to agonize for a year too before buying a car. Then I would stay awake at nights wondering how I would pay for the car if I lost my job. I always tried to be ahead in payments so the car was worth more than the amount owing on it."
1949,August 2014,explorerx4,No Quote,Life can be difficult.
1950,August 2014,abacomike,No Quote,"Brr'r Mike seems to enjoy being in the ""briar"" patch - he has but one weakness, which is saying a lot - NEW CARS!!! What can I say - it's definitely a ""sickness"", to be sure! But I only buy one car a year - some of our regular posters here buy 2, and sometimes 3."
1951,August 2014,oldfarmer50,"@imidazol97 said:
Orange that looks nice. I could taste an orange when near the car.",That actually looks good.
1952,August 2014,driver100,@houdini1 said:,I almost got this color Eclipse.
1953,August 2014,oldfarmer50,No Quote,http://upload.wikimedia.org/wikipedia/commons/2/29/2006_Mitsubishi_Eclipse.jpg
1954,August 2014,driver100,"@bwia said:Mike, for a minute there I thought you were the next Larz Anderson who reportedly bought a new car every year.",2005 Lexus 430.
1955,August 2014,oldfarmer50,"@henryn said:
1970 Challenger 340 convertible.","I like these, nice big windows and squared off. They did their homework well copying a 2000 Mercedes."
1956,August 2014,imidazol97,"@explorerx4 said:
imidazol97. Is that picture from the Woodward Dream Cruise? The Edge is probably a lost tourist.","Driver100 said:
Just two different ways of thinking."
1957,August 2014,abacomike,No Quote,Did he grow up poor? That's typical thinking of someone who comes from an impoverished background.
1958,August 2014,oldfarmer50,"@henryn said:
driver100 said:",I never had much money and it killed me to give up a car until it was total trash.
1959,August 2014,Mr_Shiftright,No Quote,It seems Larse kept every car he bought....Mike at least trades his in.
1960,August 2014,graphicguy,No Quote,Can you imagine what that car would be worth today?
1961,August 2014,abacomike,No Quote,Yes. 3 sets of pictures on this WXYZ link. http://www.wxyz.com/news/photos-check-out-scenes-from-the-2014-woodward-dream-cruise
1962,August 2014,oldfarmer50,"@graphicguy said:

We'll see if John Deere mowers live up to their farm equipment reputation.","Lots of complaining about anyone's being able to drive up and down Woodward among the true classic cars. The regular folks like the Edge clog up the scenery. You can only see
a few classics in this shot, e.g.."
1963,August 2014,houdini1,@driver100 said: They did their homework well copying a 2000 Mercedes.,I'd always had Woodward Cruise on my bucket list. After seeing these pictures--not so much.
1964,August 2014,nyccarguy,No Quote,4 decades ago I was the guy behind you trying to pass.
1965,August 2014,driver100,"@houdini1 said:They must have copied it very well and made some improvements. A 2005 base Mercedes 430 S **class had an MSRP of about $92,000. A **2005 base Lexus LS 430 had a MSRP of about $56,000.","""Can you imagine what that car would be worth today?"""
1966,August 2014,driver100,@graphicguy said:We'll see if John Deere mowers live up to their farm equipment reputation,A '70 Challenger Convert with the small block V8/340?----maybe $50--$60K for a show car. Lotta Mopars have gone flat lately.
1967,August 2014,abacomike,No Quote,"Sales story (kind of). Was cutting grass this a.m. Hit what appeared to be a steel cable. Don't know where it cme from, nor what it would be used for. It was braided with a vinyl cover. Anyway, it wrapped around the shaft and bent it. Tried to balance it. Tried to pound it straight. No dice."
1968,August 2014,mako1a,No Quote,"So, figuring new blades, new deck, new shaft, new belt....about $700....give or take."
1969,August 2014,abacomike,No Quote,Off to Lowes.
1970,August 2014,houdini1,@oldfarmer50 said:,"They seem to always have mowers lined up in front of their stores. Looking cheap, figuring if that's all it takes to cause $700 in damage, better buy the cheapest mower amnd hope for 5 years of service."
1971,August 2014,graphicguy,No Quote,"Looking for a $900 special, don't care about brand."
